Zip,City,State,Latitude,Longitude
37212,Nashville,TN,36.133251,-86.80057
37216,Nashville,TN,36.213004,-86.72594
37202,Nashville,TN,36.340304,-86.827254
37246,Nashville,TN,36.158606,-86.789998
37239,Nashville,TN,36.186605,-86.785248
37240,Nashville,TN,36.186605,-86.785248
37209,Nashville,TN,36.151324,-86.8559
37213,Nashville,TN,36.167179,-86.76777
37206,Nashville,TN,36.180806,-86.74176
37250,Nashville,TN,36.186605,-86.785248
37227,Nashville,TN,36.186605,-86.785248
37210,Nashville,TN,36.140857,-86.74437
37228,Nashville,TN,36.190205,-86.80078
37237,Nashville,TN,36.186605,-86.785248
37215,Nashville,TN,36.098408,-86.82522
37249,Nashville,TN,36.186605,-86.785248
37234,Nashville,TN,36.186605,-86.785248
37218,Nashville,TN,36.206755,-86.85215
37214,Nashville,TN,36.166956,-86.66869
37220,Nashville,TN,36.069659,-86.77266
37219,Nashville,TN,36.166806,-86.78172
31150,Atlanta,GA,33.844371,-84.47405
30334,Atlanta,GA,33.702657,-84.439127
30384,Atlanta,GA,33.844371,-84.47405
30339,Atlanta,GA,33.87507,-84.46615
30354,Atlanta,GA,33.658834,-84.39682
30364,Atlanta,GA,33.844371,-84.47405
30370,Atlanta,GA,33.844371,-84.47405
30335,Atlanta,GA,33.752406,-84.389676
30303,Atlanta,GA,33.752856,-84.39013
31139,Atlanta,GA,33.844371,-84.47405
31131,Atlanta,GA,33.844371,-84.47405
30312,Atlanta,GA,33.745739,-84.3764
30881,Atlanta,GA,33.793006,-84.504081
30322,Atlanta,GA,33.793754,-84.3238
30316,Atlanta,GA,33.729506,-84.34087
30380,Atlanta,GA,33.844371,-84.47405
30379,Atlanta,GA,33.844371,-84.47405
30341,Atlanta,GA,33.888102,-84.29321
30327,Atlanta,GA,33.86427,-84.41972
30321,Atlanta,GA,33.844371,-84.47405
31141,Atlanta,GA,33.891251,-84.07456
31107,Atlanta,GA,33.844371,-84.47405
30308,Atlanta,GA,33.771755,-84.38065
30348,Atlanta,GA,33.844371,-84.47405
30374,Atlanta,GA,33.844371,-84.47405
30378,Atlanta,GA,33.844371,-84.47405
30358,Atlanta,GA,33.998151,-84.34112
30390,Atlanta,GA,33.844371,-84.47405
30343,Atlanta,GA,33.844371,-84.47405
30309,Atlanta,GA,33.794055,-84.38525
30330,Atlanta,GA,33.707107,-84.432127
31193,Atlanta,GA,33.844371,-84.47405
30399,Atlanta,GA,33.844371,-84.47405
30338,Atlanta,GA,33.942751,-84.31769
31119,Atlanta,GA,33.891251,-84.07456
31126,Atlanta,GA,33.844371,-84.47405
30317,Atlanta,GA,33.750005,-84.31854
30356,Atlanta,GA,33.891251,-84.07456
31106,Atlanta,GA,33.844371,-84.47405
30377,Atlanta,GA,33.844371,-84.47405
30302,Atlanta,GA,33.844371,-84.47405
30337,Atlanta,GA,33.646984,-84.4538
30367,Atlanta,GA,33.789255,-84.387276
30353,Atlanta,GA,33.844371,-84.47405
30307,Atlanta,GA,33.768205,-84.33786
30333,Atlanta,GA,33.891251,-84.07456
30320,Atlanta,GA,33.656824,-84.423648
30360,Atlanta,GA,33.934536,-84.27215
30340,Atlanta,GA,33.899381,-84.25367
31156,Atlanta,GA,33.844371,-84.47405
30368,Atlanta,GA,33.844371,-84.47405
30359,Atlanta,GA,33.891251,-84.07456
30311,Atlanta,GA,33.724907,-84.47131
30386,Atlanta,GA,33.844371,-84.47405
30381,Atlanta,GA,33.844371,-84.47405
30336,Atlanta,GA,33.744007,-84.56032
30328,Atlanta,GA,33.931746,-84.37817
31192,Atlanta,GA,33.844371,-84.47405
30369,Atlanta,GA,33.844371,-84.47405
39901,Atlanta,GA,33.891251,-84.07456
31191,Atlanta,GA,33.844371,-84.47405
30306,Atlanta,GA,33.786755,-84.35149
30365,Atlanta,GA,33.844371,-84.47405
30344,Atlanta,GA,33.676258,-84.44977
30331,Atlanta,GA,33.715558,-84.52728
30318,Atlanta,GA,33.786805,-84.437
30326,Atlanta,GA,33.849853,-84.3606
30323,Atlanta,GA,33.844371,-84.47405
30325,Atlanta,GA,33.844371,-84.47405
30388,Atlanta,GA,33.844371,-84.47405
30329,Atlanta,GA,33.827554,-84.32355
30304,Atlanta,GA,33.848196,-84.429296
30392,Atlanta,GA,33.844371,-84.47405
30350,Atlanta,GA,33.97285,-84.32775
30376,Atlanta,GA,33.844371,-84.47405
30351,Atlanta,GA,33.844371,-84.47405
30313,Atlanta,GA,33.761223,-84.39599
31198,Atlanta,GA,33.844371,-84.47405
30389,Atlanta,GA,33.844371,-84.47405
30314,Atlanta,GA,33.758056,-84.42268
30363,Atlanta,GA,33.844371,-84.47405
30342,Atlanta,GA,33.879003,-84.37203
31195,Atlanta,GA,33.844371,-84.47405
30301,Atlanta,GA,33.844371,-84.47405
30366,Atlanta,GA,33.891251,-84.07456
30394,Atlanta,GA,33.844371,-84.47405
30319,Atlanta,GA,33.872053,-84.33611
30385,Atlanta,GA,33.844371,-84.47405
31145,Atlanta,GA,33.891251,-84.07456
30398,Atlanta,GA,33.844371,-84.47405
30375,Atlanta,GA,33.844371,-84.47405
30387,Atlanta,GA,33.844371,-84.47405
30357,Atlanta,GA,33.844371,-84.47405
30310,Atlanta,GA,33.727807,-84.41983
30332,Atlanta,GA,33.776305,-84.397976
31199,Atlanta,GA,33.844371,-84.47405
30315,Atlanta,GA,33.709595,-84.38365
30355,Atlanta,GA,33.844371,-84.47405
30362,Atlanta,GA,33.891251,-84.07456
75551,Atlanta,TX,33.118611,-94.1773
30347,Atlanta,GA,33.844371,-84.47405
31146,Atlanta,GA,33.891251,-84.07456
30345,Atlanta,GA,33.851736,-84.28412
30346,Atlanta,GA,33.926753,-84.33877
30349,Atlanta,GA,33.61541,-84.49033
49709,Atlanta,MI,45.016358,-84.14518
30396,Atlanta,GA,33.844371,-84.47405
31197,Atlanta,GA,33.844371,-84.47405
30371,Atlanta,GA,33.844371,-84.47405
30324,Atlanta,GA,33.818304,-84.35779
30361,Atlanta,GA,33.844371,-84.47405
31196,Atlanta,GA,33.844371,-84.47405
30305,Atlanta,GA,33.830054,-84.38472
28511,Atlantic,NC,34.887266,-76.33033
16111,Atlantic,PA,41.518256,-80.2834
50022,Atlantic,IA,41.410484,-95.00852
23303,Atlantic,VA,37.892445,-75.51107
