FacilityZip,FacilityCity,FacilityState,FacilityLatitude,FacilityLongitude,Facility_ID,FacilityDistribution_Center_ID,FacilityWarehouse_ID,FacilityTotalOrdersShipped,FacilityTotalOrdersReturned,FacilityTotalOrdersDelayedDelivery
2241,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11,21,6,1
2204,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11,14,0,2
2102,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11,12,1,2
2105,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11,13,4,3
2107,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11,8,2,3
2210,Boston,MA,42.347974,-71.04463,,DistributionCenter_33,Warehouse_11,17,5,2
2297,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11,14,5,2
2201,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11,15,3,2
2211,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11,8,2,3
2111,Boston,MA,42.349838,-71.06101,DistributionCenter_33,DistributionCenter_33,Warehouse_11,10,0,1
90038,Los Angeles,CA,34.089459,-118.3285,Warehouse_12,DistributionCenter_34,Warehouse_12,15,6,4
90063,Los Angeles,CA,34.045161,-118.1865,,DistributionCenter_34,Warehouse_12,6,0,2
90065,Los Angeles,CA,34.107559,-118.22663,,DistributionCenter_34,Warehouse_12,13,2,3
90095,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_34,Warehouse_12,15,4,2
90013,Los Angeles,CA,34.044662,-118.24255,DistributionCenter_34,DistributionCenter_34,Warehouse_12,10,0,0
90011,Los Angeles,CA,34.007063,-118.25868,,DistributionCenter_35,Warehouse_12,18,2,1
90008,Los Angeles,CA,34.009754,-118.33705,,DistributionCenter_35,Warehouse_12,8,4,0
90033,Los Angeles,CA,34.050411,-118.21195,,DistributionCenter_35,Warehouse_12,15,1,4
90101,Los Angeles,CA,33.786594,-118.298662,DistributionCenter_35,DistributionCenter_35,Warehouse_12,17,6,4
90048,Los Angeles,CA,34.073759,-118.37376,,DistributionCenter_36,Warehouse_12,12,2,3
90047,Los Angeles,CA,33.958464,-118.30998,,DistributionCenter_36,Warehouse_12,17,2,1
90078,Los Angeles,CA,33.786594,-118.298662,DistributionCenter_36,DistributionCenter_36,Warehouse_12,23,4,6
91671,Los Angeles,CA,34.175205,-118.382212,,DistributionCenter_37,Warehouse_12,8,1,1
90072,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_37,Warehouse_12,17,2,4
90062,Los Angeles,CA,34.003213,-118.3078,,DistributionCenter_37,Warehouse_12,16,6,2
90097,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_37,Warehouse_12,13,3,4
90060,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_37,Warehouse_12,10,3,4
90774,Los Angeles,CA,33.783038,-118.238683,DistributionCenter_37,DistributionCenter_37,Warehouse_12,14,2,3
90076,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_37,Warehouse_12,10,2,3
90032,Los Angeles,CA,34.08166,-118.17568,Warehouse_13,DistributionCenter_38,Warehouse_13,12,2,5
90080,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_38,Warehouse_13,12,1,2
90077,Los Angeles,CA,34.101007,-118.45077,,DistributionCenter_38,Warehouse_13,8,1,1
90051,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_38,Warehouse_13,11,2,2
90052,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_38,Warehouse_13,10,3,2
90006,Los Angeles,CA,34.048351,-118.2943,,DistributionCenter_38,Warehouse_13,10,5,2
90035,Los Angeles,CA,34.05266,-118.38531,DistributionCenter_38,DistributionCenter_38,Warehouse_13,14,6,1
90056,Los Angeles,CA,33.986212,-118.37099,,DistributionCenter_38,Warehouse_13,18,1,4
90022,Los Angeles,CA,34.023662,-118.15581,,DistributionCenter_38,Warehouse_13,12,1,3
90034,Los Angeles,CA,34.03056,-118.39804,,DistributionCenter_38,Warehouse_13,15,1,2
90020,Los Angeles,CA,34.06646,-118.30863,,DistributionCenter_38,Warehouse_13,19,3,4
90057,Los Angeles,CA,34.061911,-118.27687,,DistributionCenter_38,Warehouse_13,9,1,4
90093,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_38,Warehouse_13,17,4,6
90043,Los Angeles,CA,33.987463,-118.334,,DistributionCenter_38,Warehouse_13,9,3,1
90026,Los Angeles,CA,34.07851,-118.26596,,DistributionCenter_38,Warehouse_13,9,1,0
90059,Los Angeles,CA,33.927471,-118.24778,,DistributionCenter_38,Warehouse_13,14,7,2
90089,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_39,Warehouse_13,10,2,4
90096,Los Angeles,CA,33.786594,-118.298662,DistributionCenter_39,DistributionCenter_39,Warehouse_13,14,2,1
90037,Los Angeles,CA,34.002063,-118.28737,,DistributionCenter_39,Warehouse_13,10,2,1
90088,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_39,Warehouse_13,15,1,1
90027,Los Angeles,CA,34.111208,-118.28842,,DistributionCenter_39,Warehouse_13,17,5,2
90042,Los Angeles,CA,34.114558,-118.19233,,DistributionCenter_39,Warehouse_13,15,2,2
90068,Los Angeles,CA,34.122058,-118.3379,,DistributionCenter_39,Warehouse_13,10,1,2
90071,Los Angeles,CA,34.052709,-118.2559,,DistributionCenter_40,Warehouse_13,8,1,1
90081,Los Angeles,CA,33.786594,-118.298662,DistributionCenter_40,DistributionCenter_40,Warehouse_13,14,4,0
90010,Los Angeles,CA,34.062709,-118.31481,,DistributionCenter_40,Warehouse_13,8,3,5
90046,Los Angeles,CA,34.098908,-118.36241,,DistributionCenter_40,Warehouse_13,13,2,4
90009,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_40,Warehouse_13,17,3,3
90005,Los Angeles,CA,34.058911,-118.30848,,DistributionCenter_40,Warehouse_13,11,3,3
90086,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_40,Warehouse_13,12,4,2
90003,Los Angeles,CA,33.962714,-118.276,,DistributionCenter_40,Warehouse_13,13,2,3
90001,Los Angeles,CA,33.972914,-118.24878,,DistributionCenter_40,Warehouse_13,17,3,0
90067,Los Angeles,CA,34.056709,-118.41183,,DistributionCenter_41,Warehouse_13,10,2,2
90049,Los Angeles,CA,34.067409,-118.47528,DistributionCenter_41,DistributionCenter_41,Warehouse_13,11,1,4
90002,Los Angeles,CA,33.948315,-118.24845,,DistributionCenter_41,Warehouse_13,5,0,2
90084,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_41,Warehouse_13,12,2,3
90036,Los Angeles,CA,34.07036,-118.34926,,DistributionCenter_41,Warehouse_13,12,1,2
90094,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_41,Warehouse_13,14,2,3
90079,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_41,Warehouse_13,14,1,4
90091,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_41,Warehouse_13,19,4,4
90024,Los Angeles,CA,34.063209,-118.43643,Warehouse_14,DistributionCenter_42,Warehouse_14,7,2,1
90055,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_42,Warehouse_14,9,1,3
90064,Los Angeles,CA,34.03457,-118.42843,,DistributionCenter_42,Warehouse_14,8,2,0
90082,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_42,Warehouse_14,13,1,3
90025,Los Angeles,CA,34.045006,-118.44527,DistributionCenter_42,DistributionCenter_42,Warehouse_14,12,4,2
90030,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_42,Warehouse_14,14,1,2
90103,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_42,Warehouse_14,11,0,4
90050,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_43,Warehouse_14,15,4,1
90007,Los Angeles,CA,34.026448,-118.2829,,DistributionCenter_43,Warehouse_14,10,3,0
90083,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_43,Warehouse_14,10,2,1
90061,Los Angeles,CA,33.923365,-118.27591,,DistributionCenter_43,Warehouse_14,12,1,3
90018,Los Angeles,CA,34.029112,-118.3183,,DistributionCenter_43,Warehouse_14,13,2,3
90029,Los Angeles,CA,34.090259,-118.29455,,DistributionCenter_43,Warehouse_14,8,1,2
90016,Los Angeles,CA,34.029711,-118.35255,,DistributionCenter_43,Warehouse_14,16,1,2
90044,Los Angeles,CA,33.953814,-118.29158,,DistributionCenter_43,Warehouse_14,10,3,0
90045,Los Angeles,CA,33.960041,-118.3949,DistributionCenter_43,DistributionCenter_43,Warehouse_14,15,5,4
90099,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_43,Warehouse_14,10,2,3
90040,Los Angeles,CA,33.997492,-118.15284,,DistributionCenter_43,Warehouse_14,14,2,2
90031,Los Angeles,CA,34.07871,-118.2161,,DistributionCenter_44,Warehouse_14,12,2,1
90023,Los Angeles,CA,34.023039,-118.20231,,DistributionCenter_44,Warehouse_14,6,2,0
90021,Los Angeles,CA,34.029313,-118.24182,,DistributionCenter_44,Warehouse_14,12,2,2
90174,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_44,Warehouse_14,19,3,3
90012,Los Angeles,CA,34.061611,-118.23944,,DistributionCenter_44,Warehouse_14,8,0,2
90015,Los Angeles,CA,34.038993,-118.26516,DistributionCenter_44,DistributionCenter_44,Warehouse_14,16,2,3
90014,Los Angeles,CA,34.042912,-118.25193,,DistributionCenter_45,Warehouse_14,12,4,1
90074,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_45,Warehouse_14,14,5,2
90087,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_45,Warehouse_14,15,1,2
90017,Los Angeles,CA,34.052561,-118.26434,,DistributionCenter_45,Warehouse_14,13,4,2
90053,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_45,Warehouse_14,11,5,3
90039,Los Angeles,CA,34.110425,-118.25832,DistributionCenter_45,DistributionCenter_45,Warehouse_14,20,5,7
90070,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_45,Warehouse_14,13,1,2
90041,Los Angeles,CA,34.137557,-118.20765,,DistributionCenter_45,Warehouse_14,13,3,4
90004,Los Angeles,CA,34.07711,-118.30755,,DistributionCenter_46,Warehouse_14,15,2,2
90019,Los Angeles,CA,34.048411,-118.34015,,DistributionCenter_46,Warehouse_14,12,2,1
90058,Los Angeles,CA,34.000219,-118.22605,,DistributionCenter_46,Warehouse_14,10,0,0
90185,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_46,Warehouse_14,14,2,5
90066,Los Angeles,CA,34.002011,-118.43083,DistributionCenter_46,DistributionCenter_46,Warehouse_14,12,1,4
90028,Los Angeles,CA,34.098859,-118.32745,,DistributionCenter_46,Warehouse_14,24,4,2
90075,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_46,Warehouse_14,13,0,2
90073,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_46,Warehouse_14,11,2,1
90102,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_46,Warehouse_14,9,3,1
33233,Miami,FL,25.558428,-80.458168,Warehouse_15,DistributionCenter_47,Warehouse_15,16,3,6
33296,Miami,FL,25.558428,-80.458168,,DistributionCenter_47,Warehouse_15,13,4,3
33168,Miami,FL,25.892185,-80.21032,,DistributionCenter_47,Warehouse_15,17,5,5
33148,Miami,FL,25.558428,-80.458168,,DistributionCenter_47,Warehouse_15,7,2,3
33110,Miami,FL,25.846874,-80.20827,,DistributionCenter_47,Warehouse_15,9,2,1
33197,Miami,FL,25.558428,-80.458168,,DistributionCenter_47,Warehouse_15,19,5,3
33183,Miami,FL,25.699968,-80.40811,DistributionCenter_47,DistributionCenter_47,Warehouse_15,10,1,4
33102,Miami,FL,25.558428,-80.458168,,DistributionCenter_48,Warehouse_15,13,1,2
33165,Miami,FL,25.734828,-80.3583,,DistributionCenter_48,Warehouse_15,16,4,4
33131,Miami,FL,25.767368,-80.1893,,DistributionCenter_48,Warehouse_15,10,1,0
33257,Miami,FL,25.558428,-80.458168,DistributionCenter_48,DistributionCenter_48,Warehouse_15,19,5,5
33177,Miami,FL,25.595983,-80.40234,,DistributionCenter_49,Warehouse_15,13,3,1
33243,Miami,FL,25.558428,-80.458168,,DistributionCenter_49,Warehouse_15,11,2,1
33174,Miami,FL,25.763044,-80.35919,DistributionCenter_49,DistributionCenter_49,Warehouse_15,15,7,3
33172,Miami,FL,25.786634,-80.36151,,DistributionCenter_50,Warehouse_15,7,1,2
33184,Miami,FL,25.759184,-80.40773,,DistributionCenter_50,Warehouse_15,8,2,4
33192,Miami,FL,25.558428,-80.458168,DistributionCenter_50,DistributionCenter_50,Warehouse_15,13,0,2
33127,Miami,FL,25.813808,-80.2058,,DistributionCenter_50,Warehouse_15,13,2,4
33299,Miami,FL,25.558428,-80.458168,,DistributionCenter_50,Warehouse_15,15,2,5
33187,Miami,FL,25.596234,-80.4765,Warehouse_16,DistributionCenter_51,Warehouse_16,9,1,3
33153,Miami,FL,25.865523,-80.193619,,DistributionCenter_51,Warehouse_16,13,6,2
33175,Miami,FL,25.733204,-80.41197,,DistributionCenter_51,Warehouse_16,12,1,4
33242,Miami,FL,25.558428,-80.458168,,DistributionCenter_51,Warehouse_16,11,4,3
33152,Miami,FL,25.795476,-80.312873,,DistributionCenter_51,Warehouse_16,12,2,2
33111,Miami,FL,25.558428,-80.458168,DistributionCenter_51,DistributionCenter_51,Warehouse_16,7,2,2
33269,Miami,FL,25.558428,-80.458168,,DistributionCenter_51,Warehouse_16,15,3,3
33247,Miami,FL,25.558428,-80.458168,,DistributionCenter_51,Warehouse_16,6,1,0
33143,Miami,FL,25.702929,-80.29642,,DistributionCenter_52,Warehouse_16,15,4,2
33146,Miami,FL,25.720728,-80.27255,,DistributionCenter_52,Warehouse_16,14,3,3
33124,Miami,FL,25.558428,-80.458168,,DistributionCenter_52,Warehouse_16,15,1,3
33188,Miami,FL,25.558428,-80.458168,DistributionCenter_52,DistributionCenter_52,Warehouse_16,14,2,4
33283,Miami,FL,25.558428,-80.458168,,DistributionCenter_52,Warehouse_16,12,2,2
33161,Miami,FL,25.893372,-80.18164,,DistributionCenter_52,Warehouse_16,10,2,0
33261,Miami,FL,25.558428,-80.458168,,DistributionCenter_53,Warehouse_16,7,3,1
33238,Miami,FL,25.558428,-80.458168,,DistributionCenter_53,Warehouse_16,12,2,5
33133,Miami,FL,25.730678,-80.2441,DistributionCenter_53,DistributionCenter_53,Warehouse_16,18,7,2
33255,Miami,FL,25.558428,-80.458168,,DistributionCenter_53,Warehouse_16,9,3,0
33116,Miami,FL,25.558428,-80.458168,,DistributionCenter_53,Warehouse_16,10,2,3
33114,Miami,FL,25.558428,-80.458168,,DistributionCenter_54,Warehouse_16,7,1,2
33179,Miami,FL,25.95872,-80.17941,,DistributionCenter_54,Warehouse_16,11,2,2
33196,Miami,FL,25.650232,-80.45925,,DistributionCenter_54,Warehouse_16,13,3,3
33166,Miami,FL,25.824725,-80.30476,DistributionCenter_54,DistributionCenter_54,Warehouse_16,12,2,1
33181,Miami,FL,25.897372,-80.16048,,DistributionCenter_54,Warehouse_16,11,2,2
33173,Miami,FL,25.702429,-80.36184,,DistributionCenter_54,Warehouse_16,15,0,1
33190,Miami,FL,25.56071,-80.3494,,DistributionCenter_54,Warehouse_16,12,4,3
33231,Miami,FL,25.558428,-80.458168,,DistributionCenter_54,Warehouse_16,15,3,4
33121,Miami,FL,25.558428,-80.458168,,DistributionCenter_54,Warehouse_16,9,0,0
33245,Miami,FL,25.558428,-80.458168,,DistributionCenter_55,Warehouse_16,16,4,3
33265,Miami,FL,25.558428,-80.458168,,DistributionCenter_55,Warehouse_16,9,2,0
33138,Miami,FL,25.853184,-80.18622,DistributionCenter_55,DistributionCenter_55,Warehouse_16,12,3,2
33128,Miami,FL,25.777143,-80.20225,,DistributionCenter_55,Warehouse_16,11,3,2
33193,Miami,FL,25.70028,-80.44721,,DistributionCenter_55,Warehouse_16,8,2,1
33122,Miami,FL,25.799962,-80.31775,,DistributionCenter_55,Warehouse_16,21,4,3
33125,Miami,FL,25.782176,-80.23607,,DistributionCenter_55,Warehouse_16,15,2,5
33195,Miami,FL,25.772876,-80.187019,,DistributionCenter_56,Warehouse_16,12,3,2
33151,Miami,FL,25.832074,-80.20942,,DistributionCenter_56,Warehouse_16,15,1,1
33194,Miami,FL,25.745549,-80.4651,DistributionCenter_56,DistributionCenter_56,Warehouse_16,15,4,2
33150,Miami,FL,25.851974,-80.20566,,DistributionCenter_56,Warehouse_16,11,2,1
33234,Miami,FL,25.558428,-80.458168,,DistributionCenter_56,Warehouse_16,19,3,5
33107,Miami,FL,25.558428,-80.458168,Warehouse_17,DistributionCenter_57,Warehouse_17,16,3,1
33142,Miami,FL,25.812625,-80.2369,,DistributionCenter_57,Warehouse_17,15,2,0
33162,Miami,FL,25.929571,-80.17839,,DistributionCenter_57,Warehouse_17,7,0,2
33189,Miami,FL,25.574834,-80.3467,,DistributionCenter_57,Warehouse_17,10,3,2
33135,Miami,FL,25.766577,-80.23576,DistributionCenter_57,DistributionCenter_57,Warehouse_17,8,0,2
33144,Miami,FL,25.76226,-80.30839,,DistributionCenter_57,Warehouse_17,20,7,7
33145,Miami,FL,25.753177,-80.23327,,DistributionCenter_57,Warehouse_17,17,3,1
33155,Miami,FL,25.739011,-80.30685,,DistributionCenter_58,Warehouse_17,19,3,1
33158,Miami,FL,25.637132,-80.31641,,DistributionCenter_58,Warehouse_17,17,4,4
33157,Miami,FL,25.606583,-80.34859,DistributionCenter_58,DistributionCenter_58,Warehouse_17,14,1,4
33132,Miami,FL,25.784326,-80.18753,,DistributionCenter_58,Warehouse_17,15,1,2
33176,Miami,FL,25.653431,-80.35999,,DistributionCenter_59,Warehouse_17,11,4,3
33199,Miami,FL,25.558428,-80.458168,,DistributionCenter_59,Warehouse_17,11,1,3
33167,Miami,FL,25.885739,-80.23264,,DistributionCenter_59,Warehouse_17,16,4,3
33186,Miami,FL,25.662292,-80.40947,,DistributionCenter_59,Warehouse_17,15,3,3
33154,Miami,FL,25.881391,-80.1276,DistributionCenter_59,DistributionCenter_59,Warehouse_17,13,2,0
33136,Miami,FL,25.786326,-80.2029,,DistributionCenter_59,Warehouse_17,14,4,5
33129,Miami,FL,25.757227,-80.20656,,DistributionCenter_59,Warehouse_17,15,2,3
33170,Miami,FL,25.559785,-80.41664,,DistributionCenter_59,Warehouse_17,10,1,0
33280,Miami,FL,25.558428,-80.458168,,DistributionCenter_59,Warehouse_17,10,4,2
33130,Miami,FL,25.768277,-80.20339,,DistributionCenter_60,Warehouse_17,9,1,2
33163,Miami,FL,25.94497,-80.21452,,DistributionCenter_60,Warehouse_17,14,3,0
33180,Miami,FL,25.962069,-80.14465,DistributionCenter_60,DistributionCenter_60,Warehouse_17,16,4,2
33156,Miami,FL,25.66558,-80.30688,,DistributionCenter_60,Warehouse_17,19,5,4
33185,Miami,FL,25.723173,-80.43995,,DistributionCenter_60,Warehouse_17,14,2,4
33256,Miami,FL,25.558428,-80.458168,,DistributionCenter_60,Warehouse_17,10,3,1
33164,Miami,FL,25.558428,-80.458168,,DistributionCenter_60,Warehouse_17,12,3,0
33126,Miami,FL,25.777977,-80.29718,,DistributionCenter_61,Warehouse_17,17,4,7
33101,Miami,FL,25.779076,-80.19782,,DistributionCenter_61,Warehouse_17,17,4,1
33134,Miami,FL,25.753927,-80.27034,DistributionCenter_61,DistributionCenter_61,Warehouse_17,8,0,0
33182,Miami,FL,25.781127,-80.40467,,DistributionCenter_61,Warehouse_17,18,6,2
33137,Miami,FL,25.817325,-80.19046,,DistributionCenter_61,Warehouse_17,14,4,2
33178,Miami,FL,25.837696,-80.36947,,DistributionCenter_62,Warehouse_17,7,2,0
33169,Miami,FL,25.94267,-80.21276,,DistributionCenter_62,Warehouse_17,14,3,2
33159,Miami,FL,25.558428,-80.458168,DistributionCenter_62,DistributionCenter_62,Warehouse_17,9,1,1
33147,Miami,FL,25.850124,-80.23773,,DistributionCenter_62,Warehouse_17,14,4,2
33266,Miami,FL,25.558428,-80.458168,,DistributionCenter_62,Warehouse_17,11,1,2
75294,Dallas,TX,32.767268,-96.777626,Warehouse_18,DistributionCenter_63,Warehouse_18,15,5,7
75255,Dallas,TX,32.669783,-96.614921,,DistributionCenter_63,Warehouse_18,9,1,2
75374,Dallas,TX,32.767268,-96.777626,,DistributionCenter_63,Warehouse_18,21,3,2
75252,Dallas,TX,32.998132,-96.79088,,DistributionCenter_63,Warehouse_18,9,1,2
75275,Dallas,TX,32.767268,-96.777626,,DistributionCenter_63,Warehouse_18,13,2,1
75202,Dallas,TX,32.77988,-96.80502,,DistributionCenter_63,Warehouse_18,11,2,3
75392,Dallas,TX,32.767268,-96.777626,DistributionCenter_63,DistributionCenter_63,Warehouse_18,15,1,3
75355,Dallas,TX,32.767268,-96.777626,,DistributionCenter_64,Warehouse_18,13,2,3
75389,Dallas,TX,32.767268,-96.777626,,DistributionCenter_64,Warehouse_18,9,3,0
75356,Dallas,TX,32.767268,-96.777626,,DistributionCenter_64,Warehouse_18,5,2,1
75270,Dallas,TX,32.78133,-96.80198,DistributionCenter_64,DistributionCenter_64,Warehouse_18,7,1,1
75220,Dallas,TX,32.867977,-96.86306,,DistributionCenter_65,Warehouse_18,17,1,4
75234,Dallas,TX,32.925975,-96.88322,,DistributionCenter_65,Warehouse_18,13,6,3
75368,Dallas,TX,32.767268,-96.777626,,DistributionCenter_65,Warehouse_18,20,6,2
75215,Dallas,TX,32.76103,-96.77035,,DistributionCenter_65,Warehouse_18,16,2,1
75231,Dallas,TX,32.874317,-96.74764,DistributionCenter_65,DistributionCenter_65,Warehouse_18,9,2,1
75251,Dallas,TX,32.919104,-96.77497,,DistributionCenter_65,Warehouse_18,14,5,3
75382,Dallas,TX,32.767268,-96.777626,,DistributionCenter_65,Warehouse_18,7,1,2
75373,Dallas,TX,32.767268,-96.777626,,DistributionCenter_65,Warehouse_18,15,5,3
75379,Dallas,TX,32.767268,-96.777626,Warehouse_19,DistributionCenter_66,Warehouse_19,10,5,1
75214,Dallas,TX,32.825628,-96.74872,,DistributionCenter_66,Warehouse_19,9,1,2
75210,Dallas,TX,32.77103,-96.74732,,DistributionCenter_66,Warehouse_19,13,2,6
75246,Dallas,TX,32.791878,-96.77365,,DistributionCenter_66,Warehouse_19,17,5,5
75363,Dallas,TX,32.767268,-96.777626,DistributionCenter_66,DistributionCenter_66,Warehouse_19,12,4,3
75393,Dallas,TX,32.767268,-96.777626,,DistributionCenter_66,Warehouse_19,13,4,6
75216,Dallas,TX,32.710082,-96.7972,,DistributionCenter_67,Warehouse_19,8,3,1
75326,Dallas,TX,32.767268,-96.777626,,DistributionCenter_67,Warehouse_19,12,4,3
75238,Dallas,TX,32.873926,-96.70922,DistributionCenter_67,DistributionCenter_67,Warehouse_19,14,4,3
75242,Dallas,TX,32.767268,-96.777626,,DistributionCenter_67,Warehouse_19,16,4,3
75250,Dallas,TX,32.767268,-96.777626,,DistributionCenter_67,Warehouse_19,15,3,2
75247,Dallas,TX,32.817978,-96.87928,,DistributionCenter_68,Warehouse_19,10,2,2
75207,Dallas,TX,32.78643,-96.81992,,DistributionCenter_68,Warehouse_19,13,2,3
75263,Dallas,TX,32.767268,-96.777626,,DistributionCenter_68,Warehouse_19,14,3,4
75285,Dallas,TX,32.767268,-96.777626,,DistributionCenter_68,Warehouse_19,15,2,2
75223,Dallas,TX,32.792879,-96.74918,DistributionCenter_68,DistributionCenter_68,Warehouse_19,13,4,2
75287,Dallas,TX,32.998786,-96.84436,,DistributionCenter_69,Warehouse_19,12,4,2
75336,Dallas,TX,32.767268,-96.777626,,DistributionCenter_69,Warehouse_19,12,1,5
75323,Dallas,TX,32.767268,-96.777626,,DistributionCenter_69,Warehouse_19,8,2,1
75232,Dallas,TX,32.664034,-96.83886,,DistributionCenter_69,Warehouse_19,12,4,2
75376,Dallas,TX,32.767268,-96.777626,DistributionCenter_69,DistributionCenter_69,Warehouse_19,13,5,2
75283,Dallas,TX,32.767268,-96.777626,,DistributionCenter_69,Warehouse_19,18,6,6
75240,Dallas,TX,32.938774,-96.78543,,DistributionCenter_69,Warehouse_19,11,2,3
75381,Dallas,TX,32.767268,-96.777626,,DistributionCenter_70,Warehouse_19,19,4,5
75388,Dallas,TX,32.767268,-96.777626,,DistributionCenter_70,Warehouse_19,10,3,4
75212,Dallas,TX,32.78238,-96.86945,,DistributionCenter_70,Warehouse_19,15,1,5
75245,Dallas,TX,32.922499,-96.535191,DistributionCenter_70,DistributionCenter_70,Warehouse_19,10,0,1
75204,Dallas,TX,32.800333,-96.78952,,DistributionCenter_70,Warehouse_19,21,4,5
75226,Dallas,TX,32.783978,-96.77662,,DistributionCenter_70,Warehouse_19,10,3,2
75353,Dallas,TX,32.767268,-96.777626,,DistributionCenter_71,Warehouse_19,13,1,3
75264,Dallas,TX,32.767268,-96.777626,,DistributionCenter_71,Warehouse_19,13,3,2
75205,Dallas,TX,32.836094,-96.79524,,DistributionCenter_71,Warehouse_19,14,3,3
75301,Dallas,TX,32.767268,-96.777626,,DistributionCenter_71,Warehouse_19,16,3,4
75230,Dallas,TX,32.901176,-96.79054,,DistributionCenter_71,Warehouse_19,5,1,2
75254,Dallas,TX,32.946069,-96.794496,DistributionCenter_71,DistributionCenter_71,Warehouse_19,17,2,4
75364,Dallas,TX,32.767268,-96.777626,,DistributionCenter_71,Warehouse_19,12,3,0
75221,Dallas,TX,32.814728,-96.787725,,DistributionCenter_71,Warehouse_19,20,2,4
75237,Dallas,TX,32.666984,-96.87633,,DistributionCenter_71,Warehouse_19,21,4,4
75398,Dallas,TX,32.767268,-96.777626,,DistributionCenter_71,Warehouse_19,14,4,5
75357,Dallas,TX,32.767268,-96.777626,,DistributionCenter_71,Warehouse_19,13,2,2
75219,Dallas,TX,32.812462,-96.81412,Warehouse_20,DistributionCenter_72,Warehouse_20,13,3,0
75315,Dallas,TX,32.767268,-96.777626,,DistributionCenter_72,Warehouse_20,15,3,2
75228,Dallas,TX,32.825227,-96.67955,,DistributionCenter_72,Warehouse_20,11,3,2
75387,Dallas,TX,32.767268,-96.777626,,DistributionCenter_72,Warehouse_20,14,1,3
75359,Dallas,TX,32.767268,-96.777626,,DistributionCenter_72,Warehouse_20,14,4,6
75262,Dallas,TX,32.767268,-96.777626,DistributionCenter_72,DistributionCenter_72,Warehouse_20,13,3,3
75386,Dallas,TX,32.767268,-96.777626,,DistributionCenter_73,Warehouse_20,15,2,4
75239,Dallas,TX,32.767268,-96.777626,,DistributionCenter_73,Warehouse_20,19,5,5
75222,Dallas,TX,32.767268,-96.777626,,DistributionCenter_73,Warehouse_20,15,0,6
75390,Dallas,TX,32.767268,-96.777626,,DistributionCenter_73,Warehouse_20,13,1,5
75260,Dallas,TX,32.767268,-96.777626,,DistributionCenter_73,Warehouse_20,8,3,1
75229,Dallas,TX,32.895376,-96.85985,DistributionCenter_73,DistributionCenter_73,Warehouse_20,11,1,2
75397,Dallas,TX,32.767268,-96.777626,,DistributionCenter_73,Warehouse_20,10,3,0
75206,Dallas,TX,32.826128,-96.7712,,DistributionCenter_73,Warehouse_20,15,3,3
75235,Dallas,TX,32.828128,-96.84612,,DistributionCenter_73,Warehouse_20,10,3,1
75209,Dallas,TX,32.845978,-96.82552,,DistributionCenter_74,Warehouse_20,6,1,1
75360,Dallas,TX,32.767268,-96.777626,,DistributionCenter_74,Warehouse_20,9,3,3
75201,Dallas,TX,32.787629,-96.79941,,DistributionCenter_74,Warehouse_20,15,1,4
75350,Dallas,TX,32.767268,-96.777626,,DistributionCenter_74,Warehouse_20,15,4,5
